negative,message
0,Zendaya Coleman contact me at 347-957-6130 FaceTime: skylarpittman1@verizon.net Facebook: Skylar PittmanInstagram: lovethtskyThanks
0,RT @YouChoices: AT&T or Verizon? http://t.co/pmKZOfVWov
0,Not going to lie I bet cheering at the Verizon center is fun! They are loud and crazy @washcaps
0,Marcus Johansson makes it 2-1 #Caps over the #Flyers in the 1st period on a power play @Verizon on #NBC
0,Marcus Johansson makes it 2-1 #Caps over the #Flyers in the 1st period on a power play @Verizon on #NBC
1,@cinnamontoastk @ivyleaguepunk @TWC @VerizonFiOS dammit verizon this is why we can't have nice things
0,"once you hear @AntoniosPizza3's hot cheese up front, you sprint to the counter for too many slices"
0,@_JadeyBabyy_ lmaoooo who's ringtone was this on your red sprint phone
0,Pro: @TMobile is the best place to workCon: ppl daily asking me for free phones..AS IF
0,"I only drink water I'm tryna live a long life fuck that live fast die young shit, it's a marathon not a sprint"
1,Well that didn't take long! 4 days in and handset number 3 is acting up!! This is a joke #LGG2 #TMobile #NoSignal @LGUK @TMobileUK
0,Cool video! Looks like so much fun! Chelsea Nordiq xc ski Sprint 2014 http://t.co/4YccbtIpbA @NakkertokNordic @ChelseaNordiqXC @xczone #fun
0,"RT @GornallAmy: First road podium of the year with 3rd, of to a good start. Glad to be racing with @RSTRacingTeam #pimbo #sprint #3rd #rst"
0,@sReed_Me me either. lol just let me know when youre ready. we aren't going to Verizon anymore. just landrum I guess
0,#teamfollowback Bilingual Spanish Customer Service Specialist for March- Verizon Wireless- Rancho Cordova CA  http://t.co/Uk5eP9B4lr
0,"@oscarv202 @XFINITY @Verizon Had Verizon for years, just upgraded to XFINITY today. So much faster, WiFi is almost 10 x faster."
0,@JSLayton1992 lucky its a marathon and not a sprint! Ian played very nicely and holed far too many putts for a WKA!
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,@alex8497 there is a spanish one in tmobile store
0,People who forget to log out of Facebook on the display phones  at the sprint store provide so much entertainment
0,RT @Krystleee_V: @_JadeyBabyy_ lmaoooo who's ringtone was this on your red sprint phone
0,So I come to the mall to pick something up in my T-Mobile uniform & pass my a T-mobile location...awkward hahaa
0,@MKBHD @kejar31 any idea if Sony and Verizon will finally work out a deal to bring the Z2 to their network?
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"RT @BHSLIVE: Students take notice of those educators who are in the stands at ballgames, plays, concerts, etc. vs those who sprint from sch"
0,Blackberry Q10 Black 16GB Verizon Factory Unlocked - SQN100-2 - http://t.co/DgT5MyHfY9 http://t.co/YC0fpRrOTo
0,"So have you ever just thought before a race that ""it's only 2 minutes and 30 seconds at least"" like ""why can't I just sprint the whole way"""
0,"2 1/2 hrs ago she's next to me in at mass at AHC -she's still next to me but now we're at Verizon & she's yelling ""suck it"" at the Flyers."
0,@cathylawrence Can we start out with a 30 minute sprint? Say on the :15?
0,@myregularface There is a horn that goes along with the siren. It's all you hear when you're at Verizon Center.
0,RT @Cyclingnewsfeed: Tom Boonen (Omega Pharma Quick Step) wins Kuurne-Brussel-Kuurne in a sprint finish. http://t.co/yUwKwy4ZWP
1,Sprint is so irritating
0,NASCAR race director David Hoots announces competition caution at Lap 35 of today's Sprint Cup race. Purpose: check tires after hard rains.
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,We don't like Flyers fans @mhasken22 #wifey #missedyou @ Verizon Center http://t.co/rwbKaWeNEw
0,Back stage of driver intro stage!#NSCS#sprint http://t.co/N7cKtemXuC
1,Highly disappointed with @Verizon  . Customer reps lie and still take your money without resolving any issue.
0,Need to buy an Iphone 4 Verizon if anyone has one !
1,@KBevans87 that's what you get for having Sprint!  Haha. You'd think management would drop a subtle hint to him.
0,"Good luck to Danica, Ricky, Kevin, Tony & Kurt in today's Sprint Cup race at Phoenix International Raceway."
0,"I need to take my phone to the sprint store bc it either says no service or extended but I know when I get there, I'm gonna have full bars"
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/pZLVSDqBhv
0,"No PP goal for Johansson, but still 2-1 #Caps in the 1st period over #Flyers at #Verizon on #NBC"
0,"No PP goal for Johansson, but still 2-1 #Caps in the 1st period over #Flyers at #Verizon on #NBC"
0,"RT @GornallAmy: First road podium of the year with 3rd, of to a good start. Glad to be racing with @RSTRacingTeam #pimbo #sprint #3rd #rst"
1,RT @kaayshell: @_laeazy: I hate Sprint
1,RT @trvpaholic_: @_laeazy: I hate Sprint
1,I can't fw Sprint
0,@YurpItsAunna: @alexus_vanessa what does he do ? He's the regional manager for Verizon
0,RT @YaaaaBissh_: @alex8497 there is a spanish one in tmobile store
1,"@ezvva maybe it's just sprint that's ass, but I'm more certain it's pines lol"
0,@Mmm_Skittles It is not a sprint. It is a marathon !
0,Grant #Holt vs #Demichelis 100m sprint. Who's winning that? #tortoise
0,
0,@YaaaaBissh_ never been to the T-Mobile store there
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,@Oreo_Creampie @jackieeedawn @GodlyMindedd_23 I sprint too
0,RT @alex8497: @YaaaaBissh_ never been to the T-Mobile store there
0,"RT @AZHSconfessions: ""Kids hear the lunch bell and take off ina dead sprint saw a boy level a bitch on his way to the cafeteria!""-Sandra D"
0,"Photo finish! It's how I roll, winning the Super Sprint in #CSRClassics! http://t.co/Skw9S2zkjj"
0,"RT @wynants82: Everybody expect a bunch sprint , we not and went full for it , and came close #KBK #1TEAM #fullgas"
0,I had a dream last night I went outside and it was spring and I started running around in like a full sprint. That was the whole thing
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty  I have Kevin Harvick taking the checkered flag today.
0,RT @capsrocket91: We don't like Flyers fans @mhasken22 #wifey #missedyou @ Verizon Center http://t.co/rwbKaWeNEw
0,today can  Check ESN iPhone Verizon USA  clean or block in our server http://t.co/LoQ7aVU5oj by very cheaper... http://t.co/O6bAkvAuCs
0,"RT @StewartHaasRcng: Average time of a #NASCAR Sprint Cup Series race @PhoenixRaceway is 2 hours, 58 minutes."
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/XmFthty6qR by very http://t.co/9v37YAb7AG
0,Win a Samsung Galaxy S 4 mini from @sprint on @lilac_the_bunny's blog! #Giveaway  http://t.co/S9AOMB000f
1,@Bonita_Mone Edsu Init Cme I Can't Deal With This Piece Of Shit Nomo ! I'm Going To Tmobile When I Get Off ..
0,"My dad just told me if I ""take another god damn snapchat I'm gonna call verizon and shut your phone off"" tell me how you really feel Bob."
0,@Charlotte_Dix hiya! Really well Absolutely loved it! Finished with a sprint :-) saw lots of clic Sargent ppl & thought of you + matthew :-)
1,Both @tmobile and @staightalk suck you guys suck so bad
0,today can  Check ESN iPhone Verizon USA  clean or block in our server http://t.co/lah3itrOOI by very cheaper... http://t.co/SDfvK2XlGh
0,RT @gorillaperf: ROFL Really! The Pettys call the Kettle black!  (Kyle Petty = Pot) (Danica Patrick = Kettle) http://t.co/o73pbLdsqM http:/
0,#Hockey players are freaking huge! LET'S GO CAPS! #nofilter #eastcoastma #lpnoinsta @ Verizon Center http://t.co/8VrfmWJ7WD
0,@shampayne14 Do you have any old T-Mobile pones that you aren't using? I busted mine and can't afford to replace it right now.
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/lSEII1N7FV by very cheaper price... http://t.co/To3kAxjMVt
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/rsTTm33HoC by very cheaper price... http://t.co/OoGAsDo1XU
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/QnO5SBI7h7 by very cheaper price... http://t.co/6NSjrwSyFg
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/E1PhgJWXhM by very cheaper price... http://t.co/DbCyTuUeC0
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/4f9u6hTFnK by very cheaper price... http://t.co/Cqw1nM2qPd
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/A10do9q5D0 by very cheaper price... http://t.co/aAGzRSNICo
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/C80c08BjBZ by very cheaper price... http://t.co/ZD2rARCiGg
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/Jzy5qRmp4u by very cheaper price... http://t.co/n1pqs9teBS
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/hLxvRyhkEC by very cheaper price... http://t.co/hkddf2FqfN
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/trNe2x7mTQ by very cheaper price... http://t.co/OMEQpK2J3d
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/cJpJ4IhCwp by very cheaper price... http://t.co/sF8X4XHXWu
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/9h3rI8leNm by very cheaper price... http://t.co/gyAJClKWIR
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/jzri8kPIcC by very cheaper price... http://t.co/T4NqIvUHsS
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/2kX58eitXB by very cheaper price... http://t.co/SFTUpKpVp9
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/Ehr4jHhmTA by very cheaper price... http://t.co/cuN4KTqBYX
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/er32ekjR87 by very cheaper price... http://t.co/C5prUdeUeb
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/7duOoomjCc by very cheaper price... http://t.co/CH6lXOSLwY
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/QQsbmNvIAU by very cheaper price... http://t.co/trATLbUtnh
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/ALfTPKgJGx by very cheaper price... http://t.co/jwWWz3A1oZ
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/5zInqBRRFB by very cheaper price... http://t.co/CXDs97NDbS
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/Ht6X66mNtO by very cheaper price... http://t.co/FJt3rTS0BO
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/4b2ZfSkv0u by very cheaper price... http://t.co/x7SwUUlQyC
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/2En5qJwiM3 by very cheaper price... http://t.co/Ezj9p3B4S2
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/9vUkGW7772 by very cheaper price... http://t.co/ayvO1Bm6Xw
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/bHk1Qbk4qr by very cheaper price... http://t.co/BoRqnn4tqw
0,"Gym in T-2 hours. Good sore from yesterday's leg workout but Gene ,if I can't sprint today............ Jk"
0,"Reset everything, closed other web-page-tabs.  Better now.  #verizon #fios http://t.co/kS9JpcZIM8 #speedtest"
0,Dont even say bye to ur freinds just sprint home like feds are chasing u
1,"RT @Jonta_Wingwood: ATT Is the best, but cost too muchT-Mobile Messages Barely SendSprint Have Very Low BarsCricket is Just terrible"
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,I'll just wait till the last minute then sprint
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,today can Check ESN iPhone Verizon USA clean or block in our server http://t.co/9jwuElYOTx by very cheaper price... http://t.co/HNWymS9DxH
0,Mandy gets the sprint kat second
0,This is the first year I'll be doing more sprint training than distance training in track...we will see how it goes!
0,@emannphd 2hrs early? No skipping ahead at TSA and sprint to the gate? I'm disappointed.
0,Who Got A T-Mobile IPhone For Sale??
0,"RT @taytaytaymc: So have you ever just thought before a race that ""it's only 2 minutes and 30 seconds at least"" like ""why can't I just spri"
1,Both @tmobile and @MyStraightTalk suck you guys suck so bad
0,Lovin' the new Phone !!! Thnx @sprint  #iphone5c
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,RT @TMobileHelp: @timothycmccall Hey! We will pay so you can join the T-Mobile Family! Check out our awesome offer: http://t.co/FV3SyrU5hj.
0,"Yeah, forgot to mention I need a sprint phone..."
0,"Verizon CEO: Net Neutrality Is About Heavy Users Paying More | DSLReports, ISP Information http://t.co/Ngeb8cdpRE"
0,RT @ATCRacingTeam: Mandy gets the sprint kat second
0,RT @Reid_Spencer: NASCAR race director David Hoots announces competition caution at Lap 35 of today's Sprint Cup race. Purpose: check tires
0,"FYI to all at verizon center. That's a good goal. The puck was on an edge, and over the line. #CapsFlyers"
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,@thats_tae2015 what channel I got Verizon
0,NASCAR Sprint Cup The Profit on CNBC 500 - 2:30pm/est - 7:30pm/gmt :  http://t.co/oEq07cvn33
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty @KyleBusch is always my pick!
0,I got a lil Tmobile phone if anybody lookin. Damn nea gne snatch a 5c. Hmu
0,We were at the T-Mobile store &  my little sis took his hat and made him watch one direction music videos with her  http://t.co/3BQg0xa2eg
0,@tom_west thanks :) we will also arrange with @peteloader1 a trip to Styal in the next week or two. 'Final sprint' coming up. 10 weeks left!
1,Omg I swear I hate tmobile's service
0,"#5: Sprint Aquatics Super Size 10"" Dive Rings - Set of 4: Sprint Aquatics Super Size 10"" Dive Rings - Set of 4... http://t.co/e3MPVL0rBe"
0,@Simply_theQueen naw I don't fuck sprint
1,@mikenenes yeah tmobile is just as bad as AT&T here so there isnt any advantage to switch.
0,HTC EVO 4G A9292 Sprint (Black) Used Condition Smartphone: $27.00 (12 Bids) End Date: Sunday Mar-2-2014 11:10:15... http://t.co/S8XWBne1hl
0,So freaking bored at Verizon
0,RT @bobpockrass: Get you ready for race: Breaking down Sprint Cup The Profit 500 lineup at Phoenix http://t.co/Cku2CiB3Iz #nascar
0,RT @opqscyclingteam: This is Tom Boonen always does a bike throw at the line. A very close victory after a very long sprint! #kbk #OPQS htt
0,".&..Motorola DROID XYBOARD 8.2 16GB, Wi-Fi + 4G (Verizon), 8.2in,''As Is"": $41.99 End Date: Sunday Mar-2-2014... http://t.co/kom95jK5L1"
0,@LowkeyNas I'm embarrassed to mention but @Sprint
0,Getting ready to start the '14 sprint car draft w @SpottsMike @Defolk25 and a few other twitterless fellas
